Date,Open,High,Low,Close,Adj Close,Volume
3/4/2022,147.158997,147.850006,143.807007,145.641006,145.641006,60934000
3/7/2022,145.443497,146.094498,137.416504,137.453003,137.453003,86934000
3/8/2022,136.683502,140.699493,133.572495,136.014496,136.014496,91662000
3/9/2022,139.5,140.25,136.828003,139.279007,139.279007,82656000
3/10/2022,145.684998,148.6745,143.977997,146.817505,146.817505,135062000
3/11/2022,149.574493,149.675003,145.369003,145.524506,145.524506,68900000
3/14/2022,145.981003,147.449997,140.884003,141.852997,141.852997,74086000
3/15/2022,142.850006,147.985001,142,147.366501,147.366501,75584000
3/16/2022,148.5,153.149994,147.3535,153.104004,153.104004,84958000
3/17/2022,152.640503,157.498505,152.139999,157.238998,157.238998,72934000
3/18/2022,156.813004,161.593994,156.011002,161.250504,161.250504,102962000
3/21/2022,161.121002,163.084,159.552994,161.491501,161.491501,66538000
3/22/2022,161.805496,166.167007,161.699005,164.889008,164.889008,64086000
3/23/2022,163.705002,166.369995,162.686996,163.408005,163.408005,55812000
3/24/2022,163.749496,164.1185,160.050003,163.649506,163.649506,56798000
3/25/2022,164,165.3685,162.25,164.773499,164.773499,49032000
3/28/2022,164.975006,169.037506,164.899994,168.990494,168.990494,59854000
3/29/2022,170.384003,170.831497,167.8685,169.315002,169.315002,66154000
3/30/2022,168.509506,168.9505,165.5,166.300995,166.300995,56168000
3/31/2022,166.445007,166.494995,162.953506,162.997498,162.997498,59966000
4/1/2022,164.149506,165.826996,162.319504,163.559998,163.559998,57090000
4/4/2022,164.125,168.394501,163.205505,168.346497,168.346497,49882000
4/5/2022,167.741501,168.110504,163.266006,164.054993,164.054993,53728000
4/6/2022,161.650497,162.199997,157.254501,158.755997,158.755997,79056000
4/7/2022,158.399994,160.078995,154.511505,157.7845,157.7845,68136000
4/8/2022,156.75,157.3685,154.231003,154.460495,154.460495,46002000
4/11/2022,152.712997,154.136505,150.5345,151.121994,151.121994,52112000
4/12/2022,153.692505,155.098999,150.382996,150.787506,150.787506,55178000
4/13/2022,150.018494,156.024994,149.600006,155.541,155.541,53390000
4/14/2022,155.389999,155.897003,151.472,151.706497,151.706497,51598000
4/18/2022,151.523499,154.039505,150.250504,152.785004,152.785004,46514000
4/19/2022,152.029495,158.649002,151.550507,158.115494,158.115494,54926000
4/20/2022,157.602493,157.602493,153.6035,153.998001,153.998001,59630000
4/21/2022,154.714005,156.738007,147.589493,148.296005,148.296005,63970000
4/22/2022,148.25,149.615005,143.697495,144.350006,144.350006,73078000
4/25/2022,144.022995,146.221497,142.306503,146.074005,146.074005,61874000
4/26/2022,144.800003,144.856003,138.929504,139.391006,139.391006,77530000
4/27/2022,140.191498,141.948502,135.783493,138.167007,138.167007,71336000
4/28/2022,142.177994,145.9375,140.300003,144.596497,144.596497,117316000
4/29/2022,129.848999,130.761002,121.625,124.281502,124.281502,272662000
5/2/2022,122.401001,124.667999,118.375,124.5,124.5,148788000
5/3/2022,124.053497,126.220497,122.824997,124.253502,124.253502,79134000
5/4/2022,123.599998,126,119.182999,125.928497,125.928497,110746000
5/5/2022,123,123.499001,115.072502,116.406998,116.406998,144392000
5/6/2022,114.849998,119.050499,113.081497,114.772499,114.772499,124260000
5/9/2022,111.3125,114,107.957001,108.789001,108.789001,128124000
5/10/2022,111.25,112.642502,107.170998,108.859001,108.859001,105434000
5/11/2022,108.1035,110.155998,104.428497,105.372002,105.372002,109704000
5/12/2022,102.75,110.780502,102.405502,106.930496,106.930496,132026000
5/13/2022,109.069,113.183998,107.800003,113.055,113.055,93684000
5/16/2022,113.099998,113.9925,110.353996,110.810501,110.810501,74566000
5/17/2022,113.275002,115.800003,111.276497,115.3685,115.3685,76448000
5/18/2022,111.439499,112.852997,106.249001,107.112503,107.112503,108380000
5/19/2022,106.280502,110.033997,106.193001,107.319,107.319,88142000
5/20/2022,109.568497,109.898003,105.009499,107.591003,107.591003,99500000
5/23/2022,108.460999,108.819,103.949997,107.556999,107.556999,107798000
5/24/2022,104.025002,105.400002,101.260002,104.099998,104.099998,102934000
5/25/2022,103.655502,108.175003,103.650002,106.775002,106.775002,93120000
5/26/2022,107.970001,112.665497,107.453499,111.077499,111.077499,93002000
5/27/2022,113.550003,115.186996,112.627998,115.1465,115.1465,93660000
5/31/2022,116.279999,121.994499,115.675003,120.209503,120.209503,144634000
6/1/2022,122.255997,125.179001,120.622498,121.683998,121.683998,127528000
6/2/2022,121.683998,125.610001,120.044998,125.511002,125.511002,100560000
6/3/2022,124.199997,124.400002,121.046501,122.349998,122.349998,97604000
6/6/2022,125.25,128.990005,123.809998,124.790001,124.790001,135269000
6/7/2022,122.010002,124.099998,120.629997,123,123,85156700
6/8/2022,122.610001,123.75,120.75,121.18,121.18,64926600
6/9/2022,119.989998,121.300003,116.099998,116.150002,116.150002,67029800
6/10/2022,113.419998,114.5,109.050003,109.650002,109.650002,87266000
6/13/2022,104.190002,106.540001,101.860001,103.669998,103.669998,99277700
6/14/2022,104.190002,104.879997,101.43,102.309998,102.309998,69728800
6/15/2022,103.860001,109.059998,103.529999,107.669998,107.669998,85011100
6/16/2022,104.470001,104.580002,102.010002,103.660004,103.660004,82186300
6/17/2022,102.800003,106.980003,102.510002,106.220001,106.220001,99772100
6/21/2022,108.199997,111.629997,103.559998,108.68,108.68,70901200
6/22/2022,107.43,112.129997,107.019997,108.949997,108.949997,60040100
6/23/2022,110.389999,113,107.93,112.440002,112.440002,64345300
6/24/2022,112.379997,116.709999,111.43,116.459999,116.459999,69867600
6/27/2022,117.089996,117.980003,112.699997,113.220001,113.220001,62133200
6/28/2022,113.5,114.849998,107.040001,107.400002,107.400002,74942900
6/29/2022,107.379997,110.989998,106.910004,108.919998,108.919998,66375300
6/30/2022,108.110001,108.18,102.519997,106.209999,106.209999,97679400
7/1/2022,106.290001,109.75,105.849998,109.559998,109.559998,73021200
7/5/2022,107.599998,114.080002,106.32,113.5,113.5,76583700
7/6/2022,113.209999,115.480003,112.010002,114.330002,114.330002,66958900
7/7/2022,113.849998,116.989998,113.489998,116.330002,116.330002,57872300
7/8/2022,114.599998,116.580002,113.690002,115.540001,115.540001,45719700
7/11/2022,114.080002,114.300003,110.870003,111.75,111.75,53487600
7/12/2022,112.160004,113.230003,108.339996,109.220001,109.220001,54280300
7/13/2022,107.029999,111.779999,106.010002,110.400002,110.400002,61353800
7/14/2022,110.239998,111.18,107.580002,110.629997,110.629997,51163100
7/15/2022,112.5,115.589996,111.589996,113.550003,113.550003,84317800
7/18/2022,115,117.239998,113.150002,113.760002,113.760002,59115400
7/19/2022,115.699997,118.949997,114.029999,118.209999,118.209999,60990000
7/20/2022,118.620003,123.480003,118.32,122.769997,122.769997,71268300
7/21/2022,123.199997,124.849998,121.260002,124.629997,124.629997,60239900
7/22/2022,125.010002,125.5,121.349998,122.419998,122.419998,51463800
7/25/2022,122.699997,123.639999,120.029999,121.139999,121.139999,50221300
7/26/2022,115.790001,118.150002,114.529999,114.809998,114.809998,67075100
7/27/2022,117.309998,121.900002,117.160004,120.970001,120.970001,61582000
7/28/2022,121.57,122.839996,118.080002,122.279999,122.279999,82245500
7/29/2022,134.899994,137.649994,132.410004,134.949997,134.949997,148892900
8/1/2022,134.960007,138.830002,133.509995,135.389999,135.389999,76846900
8/2/2022,134.720001,137.440002,134.089996,134.160004,134.160004,61922400
8/3/2022,136.210007,140.490005,136.050003,139.520004,139.520004,71827800
8/4/2022,140.580002,143.559998,139.550003,142.570007,142.570007,70585000
8/5/2022,140.100006,142.860001,139.600006,140.800003,140.800003,50686900
8/8/2022,142.050003,144.229996,138.289993,139.410004,139.410004,52229000
8/9/2022,138.050003,138.949997,136.210007,137.830002,137.830002,40434700
8/10/2022,142.899994,144.600006,141.009995,142.690002,142.690002,54773800
8/11/2022,143.860001,144.490005,139.759995,140.639999,140.639999,44867300
8/12/2022,142.050003,143.570007,140.119995,143.550003,143.550003,47643500
8/15/2022,142.800003,143.759995,141.490005,143.179993,143.179993,39014600
8/16/2022,143.910004,146.570007,142,144.779999,144.779999,59102900
8/17/2022,142.690002,143.380005,140.779999,142.100006,142.100006,48149800
8/18/2022,141.320007,142.770004,140.380005,142.300003,142.300003,37458700
8/19/2022,140.470001,141.110001,137.910004,138.229996,138.229996,47792800
8/22/2022,135.720001,136.320007,132.850006,133.220001,133.220001,50461500
8/23/2022,133.410004,134.990005,132.949997,133.619995,133.619995,36252100
8/24/2022,132.75,135.470001,132.100006,133.800003,133.800003,38627000
8/25/2022,135.259995,137.419998,134.279999,137.279999,137.279999,37496300
8/26/2022,136.550003,137.830002,130.5,130.75,130.75,53322700
8/29/2022,129.899994,131.949997,128.770004,129.789993,129.789993,48101600
8/30/2022,131.25,132.070007,126.849998,128.729996,128.729996,49203000
8/31/2022,129.449997,130.589996,126.739998,126.769997,126.769997,53648700
9/1/2022,126,128.020004,123.660004,127.82,127.82,56636100
9/2/2022,129.5,131.380005,126.389999,127.510002,127.510002,57378500
9/6/2022,127.919998,128.619995,124.739998,126.110001,126.110001,43888600
9/7/2022,126.120003,129.820007,125.400002,129.479996,129.479996,47900300
9/8/2022,127.720001,130.279999,127.099998,129.820007,129.820007,43988500
9/9/2022,130.910004,133.690002,130.759995,133.270004,133.270004,49387600
9/12/2022,134.100006,136.490005,134,136.449997,136.449997,53826900
9/13/2022,131.009995,131.399994,126.269997,126.82,126.82,72694000
9/14/2022,127.360001,128.839996,126.330002,128.550003,128.550003,45316800
9/15/2022,127.379997,130.369995,125.5,126.279999,126.279999,52887200
9/16/2022,122.779999,123.870003,120.699997,123.529999,123.529999,115612500
9/19/2022,122.160004,124.709999,121.800003,124.660004,124.660004,47279700
9/20/2022,123.349998,124.400002,121.139999,122.190002,122.190002,47698400
9/21/2022,122.489998,123.760002,118.449997,118.540001,118.540001,58498900
9/22/2022,117.080002,118.790001,116.260002,117.309998,117.309998,55229200
9/23/2022,116,116.050003,112.059998,113.779999,113.779999,65081200
9/26/2022,113.300003,117.339996,113.129997,115.150002,115.150002,62723300
9/27/2022,117.199997,118.32,113.050003,114.410004,114.410004,60094700
9/28/2022,114.379997,118.699997,113.800003,118.010002,118.010002,55763800
9/29/2022,115.599998,116.07,113.059998,114.800003,114.800003,58969700
9/30/2022,114.080002,116.919998,112.839996,113,113,59409800
10/3/2022,113.580002,116.910004,112.449997,115.879997,115.879997,50941900
10/4/2022,119.889999,123,119.790001,121.089996,121.089996,62812600
10/5/2022,118.580002,121.75,117.690002,120.949997,120.949997,48217500
10/6/2022,120.769997,121.529999,119.5,120.300003,120.300003,42253800
10/7/2022,118,118.169998,113.879997,114.559998,114.559998,54626400
10/10/2022,115.099998,116.25,112.43,113.669998,113.669998,42339700
10/11/2022,112.709999,115.480003,110.389999,112.209999,112.209999,56432200
10/12/2022,112.489998,113.830002,111.400002,112.900002,112.900002,45728700
10/13/2022,107.879997,113.440002,105.349998,112.529999,112.529999,86868100
10/14/2022,114.099998,114.959999,106.599998,106.900002,106.900002,67651200
